src_node        end_node        start_time              end_time                duration
gs              sat_b           21:59:00:86             21:59:58:19             57.33
sat_c           sat_b           21:59:13:26             22:00:21:21             67.95
gs              sat_c           22:00:07:29             22:00:43:37             36.08
gs              sat_a           22:00:13:16             22:01:16:80             63.64
sat_a           gs              22:00:19:36             22:01:15:53             56.17
sat_c           sat_a           22:00:24:44             22:01:22:36             57.92
sat_b           sat_a           22:00:26:04             22:01:16:76             50.72
gs              sat_b           22:00:28:74             22:01:34:62             65.88
sat_a           sat_b           22:00:38:40             22:01:18:28             39.88
sat_a           sat_c           22:00:42:72             22:01:30:13             47.41
sat_c           sat_b           22:01:03:75             22:01:48:47             44.72
sat_b           sat_c           22:01:07:94             22:02:17:46             69.52
sat_c           gs              22:01:25:16             22:02:12:48             47.32
sat_b           gs              22:01:26:94             22:02:22:85             55.91
sat_c           sat_a           22:02:09:56             22:02:43:29             33.73
sat_b           sat_a           22:02:13:56             22:02:45:28             31.72
gs              sat_b           22:02:15:73             22:03:04:98             49.25
gs              sat_c           22:02:16:83             22:02:50:19             33.36
sat_b           gs              22:02:19:06             22:03:14:11             55.05
sat_a           sat_c           22:02:37:53             22:03:13:91             36.38
sat_b           sat_c           22:02:43:49             22:03:27:41             43.92
gs              sat_a           22:03:05:18             22:04:05:64             60.46
sat_a           sat_b           22:03:07:08             22:04:00:19             53.11
sat_c           gs              22:03:14:46             22:04:23:15             68.69
sat_c           sat_b           22:03:23:93             22:04:00:99             37.06
sat_a           gs              22:03:25:54             22:04:18:31             52.77
sat_b           sat_c           22:04:08:90             22:05:03:42             54.52
gs              sat_b           22:04:17:12             22:05:15:80             58.68
sat_a           sat_b           22:04:23:79             22:05:05:02             41.23
sat_c           sat_a           22:04:38:35             22:05:32:25             53.90
sat_a           sat_c           22:04:42:10             22:05:50:38             68.28
sat_c           sat_b           22:04:53:74             22:05:29:84             36.10
gs              sat_c           22:05:02:48             22:05:41:24             38.76
sat_b           sat_a           22:05:07:35             22:05:55:23             47.88
sat_c           gs              22:05:12:37             22:05:46:62             34.25
sat_b           gs              22:05:19:42             22:06:20:36             60.94
sat_a           gs              22:05:23:62             22:05:55:56             31.94
gs              sat_a           22:05:26:98             22:06:11:00             44.02
sat_b           sat_a           22:06:12:76             22:07:15:80             63.04
sat_a           sat_b           22:06:13:85             22:07:22:28             68.43
gs              sat_c           22:06:17:04             22:07:24:44             67.40
sat_b           sat_c           22:06:19:66             22:07:10:02             50.36
